Filename,clipiqa
image_1024x1024_step10_prompt1.png,0.5053624510765076
image_1024x1024_step10_prompt10.png,0.6319452524185181
image_1024x1024_step10_prompt11.png,0.4769606590270996
image_1024x1024_step10_prompt12.png,0.6912527680397034
image_1024x1024_step10_prompt13.png,0.2142539024353027
image_1024x1024_step10_prompt14.png,0.8219030499458313
image_1024x1024_step10_prompt15.png,0.3334910273551941
image_1024x1024_step10_prompt16.png,0.5863284468650818
image_1024x1024_step10_prompt17.png,0.4827264249324798
image_1024x1024_step10_prompt18.png,0.663311779499054
image_1024x1024_step10_prompt19.png,0.7753069996833801
image_1024x1024_step10_prompt2.png,0.5923029184341431
image_1024x1024_step10_prompt20.png,0.4198926389217376
image_1024x1024_step10_prompt21.png,0.4256204664707184
image_1024x1024_step10_prompt22.png,0.6606296896934509
image_1024x1024_step10_prompt23.png,0.3546845614910126
image_1024x1024_step10_prompt24.png,0.5216899514198303
image_1024x1024_step10_prompt25.png,0.6129993200302124
image_1024x1024_step10_prompt26.png,0.6074678301811218
image_1024x1024_step10_prompt27.png,0.5776580572128296
image_1024x1024_step10_prompt28.png,0.7135950326919556
image_1024x1024_step10_prompt29.png,0.5841814875602722
image_1024x1024_step10_prompt3.png,0.4238837659358978
image_1024x1024_step10_prompt30.png,0.5465828776359558
image_1024x1024_step10_prompt31.png,0.4734551310539245
image_1024x1024_step10_prompt32.png,0.5582036972045898
image_1024x1024_step10_prompt33.png,0.385308027267456
image_1024x1024_step10_prompt34.png,0.7247487306594849
image_1024x1024_step10_prompt35.png,0.4746178686618805
image_1024x1024_step10_prompt36.png,0.6379193067550659
image_1024x1024_step10_prompt37.png,0.6446938514709473
image_1024x1024_step10_prompt38.png,0.547855019569397
image_1024x1024_step10_prompt39.png,0.733706533908844
image_1024x1024_step10_prompt4.png,0.7221871614456177
image_1024x1024_step10_prompt40.png,0.7017179727554321
image_1024x1024_step10_prompt41.png,0.4324403703212738
image_1024x1024_step10_prompt42.png,0.5601642727851868
image_1024x1024_step10_prompt43.png,0.7177193760871887
image_1024x1024_step10_prompt44.png,0.5174685716629028
image_1024x1024_step10_prompt45.png,0.7040635347366333
image_1024x1024_step10_prompt46.png,0.5130895376205444
