image_name,predicted_score
image_768x768_step29_prompt11.png,0.6705005168914795
image_512x512_step7_prompt5.png,0.6754480600357056
image_768x768_step11_prompt40.png,0.6783921718597412
image_512x512_step16_prompt38.png,0.4915715456008911
image_512x512_step25_prompt21.png,0.6310147047042847
image_512x512_step25_prompt35.png,0.6422151923179626
image_512x512_step8_prompt46.png,0.7096589803695679
image_1024x1024_step12_prompt40.png,0.6541834473609924
image_768x768_step9_prompt7.png,0.5866262316703796
image_512x512_step3_prompt26.png,0.49227625131607056
image_1024x1024_step1_prompt44.png,0.6693475246429443
image_1024x1024_step19_prompt20.png,0.5576752424240112
image_512x512_step16_prompt10.png,0.6940774917602539
image_1024x1024_step19_prompt34.png,0.6129343509674072
image_768x768_step29_prompt39.png,0.5951603055000305
image_1024x1024_step14_prompt8.png,0.7027623057365417
image_512x512_step25_prompt3.png,0.5267011523246765
image_1024x1024_step1_prompt50.png,0.6698773503303528
image_512x512_step3_prompt32.png,0.6817876696586609
image_768x768_step21_prompt2.png,0.5854443907737732
image_512x512_step12_prompt24.png,0.5721480846405029
image_768x768_step26_prompt45.png,0.6642842888832092
image_1024x1024_step16_prompt48.png,0.596585214138031
image_512x512_step7_prompt12.png,0.5973381996154785
image_1024x1024_step25_prompt45.png,0.680018424987793
image_768x768_step15_prompt48.png,0.7340279221534729
image_512x512_step12_prompt30.png,0.6195191740989685
image_512x512_step21_prompt29.png,0.6380589008331299
image_1024x1024_step9_prompt9.png,0.6447728872299194
image_512x512_step12_prompt18.png,0.6879803538322449
image_512x512_step19_prompt50.png,0.5758395791053772
image_512x512_step19_prompt44.png,0.6327486038208008
image_512x512_step21_prompt15.png,0.6317046880722046
image_1024x1024_step13_prompt4.png,0.6380645036697388
image_768x768_step18_prompt9.png,0.6279135942459106
image_768x768_step16_prompt40.png,0.5766299962997437
image_512x512_step22_prompt21.png,0.6440309882164001
image_512x512_step11_prompt38.png,0.7292285561561584
image_768x768_step8_prompt38.png,0.6915391087532043
image_1024x1024_step15_prompt40.png,0.6330277323722839
image_512x512_step22_prompt35.png,0.591698944568634
image_512x512_step12_prompt7.png,0.5396663546562195
image_768x768_step28_prompt1.png,0.625548779964447
image_1024x1024_step6_prompt44.png,0.6331479549407959
image_512x512_step4_prompt26.png,0.7569426894187927
image_768x768_step8_prompt10.png,0.7043142914772034
image_512x512_step29_prompt41.png,0.6333693861961365
image_512x512_step4_prompt32.png,0.6655023694038391
image_1024x1024_step6_prompt50.png,0.6681208610534668
image_768x768_step7_prompt8.png,0.6942155957221985
image_512x512_step11_prompt10.png,0.6813125014305115
image_1024x1024_step7_prompt6.png,0.5896032452583313
image_512x512_step30_prompt1.png,0.7518825531005859
image_1024x1024_step11_prompt48.png,0.5604137778282166
image_768x768_step19_prompt14.png,0.6996039748191833
image_1024x1024_step29_prompt19.png,0.6639774441719055
image_512x512_step15_prompt24.png,0.576533854007721
image_768x768_step21_prompt45.png,0.8171905875205994
image_768x768_step12_prompt48.png,0.5025668144226074
image_1024x1024_step9_prompt38.png,0.6084349155426025
image_512x512_step26_prompt29.png,0.6141602396965027
image_512x512_step15_prompt30.png,0.6823992133140564
image_768x768_step16_prompt6.png,0.6628828644752502
image_1024x1024_step22_prompt45.png,0.6664586663246155
image_768x768_step19_prompt28.png,0.5275622606277466
image_1024x1024_step9_prompt10.png,0.6838498711585999
image_768x768_step7_prompt50.png,0.5639617443084717
image_1024x1024_step29_prompt25.png,0.6431268453598022
image_512x512_step15_prompt18.png,0.6717303395271301
image_1024x1024_step29_prompt31.png,0.7533836960792542
image_768x768_step7_prompt44.png,0.6459212303161621
image_512x512_step26_prompt15.png,0.7317903637886047
image_1024x1024_step21_prompt5.png,0.7343796491622925
image_1024x1024_step13_prompt47.png,0.6590867042541504
image_512x512_step30_prompt34.png,0.48922187089920044
image_512x512_step9_prompt41.png,0.5594159364700317
image_512x512_step24_prompt32.png,0.6487945318222046
image_768x768_step10_prompt47.png,0.6727669835090637
image_512x512_step24_prompt26.png,0.5753589868545532
image_768x768_step5_prompt1.png,0.6336028575897217
image_768x768_step28_prompt16.png,0.664427638053894
image_512x512_step30_prompt20.png,0.6677259206771851
image_1024x1024_step2_prompt3.png,0.664467453956604
image_512x512_step2_prompt35.png,0.6199507117271423
image_1024x1024_step18_prompt33.png,0.7256142497062683
image_512x512_step17_prompt17.png,0.6835124492645264
image_1024x1024_step18_prompt27.png,0.6635164618492126
image_512x512_step2_prompt21.png,0.6689003109931946
image_768x768_step13_prompt3.png,0.5644898414611816
image_512x512_step29_prompt5.png,0.7274852395057678
image_1024x1024_step26_prompt9.png,0.6746330857276917
image_1024x1024_step30_prompt44.png,0.6243091225624084
image_512x512_step17_prompt2.png,0.6052541136741638
image_512x512_step13_prompt37.png,0.6188685297966003
image_1024x1024_step24_prompt42.png,0.6163333058357239
image_512x512_step6_prompt15.png,0.6764500737190247
image_512x512_step13_prompt23.png,0.5917705297470093
image_1024x1024_step30_prompt50.png,0.67326420545578
image_768x768_step27_prompt42.png,0.5066447257995605
image_768x768_step1_prompt43.png,0.6684954166412354
image_512x512_step20_prompt12.png,0.547081470489502
image_512x512_step6_prompt29.png,0.6735467314720154
image_512x512_step18_prompt43.png,0.5375639200210571
image_512x512_step23_prompt32.png,0.6661720871925354
image_1024x1024_step14_prompt47.png,0.6202818155288696
image_1024x1024_step16_prompt1.png,0.6195142269134521
image_768x768_step17_prompt47.png,0.6853790283203125
image_512x512_step23_prompt26.png,0.5130366086959839
image_768x768_step24_prompt7.png,0.5834596753120422
image_512x512_step10_prompt17.png,0.6719315648078918
image_512x512_step5_prompt35.png,0.6465449929237366
image_512x512_step28_prompt46.png,0.8163918852806091
image_768x768_step9_prompt17.png,0.7143813967704773
image_512x512_step5_prompt21.png,0.7402872443199158
image_1024x1024_step7_prompt43.png,0.493755578994751
image_1024x1024_step23_prompt42.png,0.6279086470603943
image_512x512_step1_prompt15.png,0.6669296026229858
image_512x512_step14_prompt37.png,0.7271625399589539
image_512x512_step14_prompt23.png,0.6314992904663086
image_768x768_step20_prompt42.png,0.5624600052833557
image_512x512_step20_prompt6.png,0.6379407644271851
image_768x768_step18_prompt13.png,0.6658105254173279
image_512x512_step1_prompt29.png,0.6674259305000305
image_1024x1024_step28_prompt6.png,0.7064259648323059
image_512x512_step27_prompt12.png,0.5381494164466858
image_768x768_step6_prompt43.png,0.538189709186554
image_1024x1024_step28_prompt36.png,0.647864043712616
image_1024x1024_step28_prompt22.png,0.7091351747512817
image_1024x1024_step8_prompt17.png,0.6292270421981812
