image_name,predicted_score
image_768x768_step29_prompt11.png,0.6774625182151794
image_512x512_step7_prompt5.png,0.68408203125
image_768x768_step11_prompt40.png,0.4148213863372803
image_512x512_step16_prompt38.png,0.6029560565948486
image_512x512_step25_prompt21.png,0.7904976606369019
image_512x512_step25_prompt35.png,0.6861684322357178
image_512x512_step8_prompt46.png,0.772551417350769
image_1024x1024_step12_prompt40.png,0.3922974467277527
image_768x768_step9_prompt7.png,0.5745757818222046
image_512x512_step3_prompt26.png,0.5125446319580078
image_1024x1024_step1_prompt44.png,4.074896335601807
image_1024x1024_step19_prompt20.png,0.44868433475494385
image_512x512_step16_prompt10.png,0.6885115504264832
image_1024x1024_step19_prompt34.png,0.5182390809059143
image_768x768_step29_prompt39.png,0.4734501838684082
image_1024x1024_step14_prompt8.png,0.5644798874855042
image_512x512_step25_prompt3.png,0.5052956938743591
image_1024x1024_step1_prompt50.png,0.5429542660713196
image_512x512_step3_prompt32.png,0.454135537147522
image_768x768_step21_prompt2.png,0.5738955140113831
image_512x512_step12_prompt24.png,0.5995785593986511
image_768x768_step26_prompt45.png,0.6065196990966797
image_1024x1024_step16_prompt48.png,0.5796675086021423
image_512x512_step7_prompt12.png,0.6293768286705017
image_1024x1024_step25_prompt45.png,0.6096933484077454
image_768x768_step15_prompt48.png,0.6322262287139893
image_512x512_step12_prompt30.png,0.6176543831825256
image_512x512_step21_prompt29.png,0.636162519454956
image_1024x1024_step9_prompt9.png,0.5283863544464111
image_512x512_step12_prompt18.png,0.5110741257667542
image_512x512_step19_prompt50.png,0.5567016005516052
image_512x512_step19_prompt44.png,0.6410202980041504
image_512x512_step21_prompt15.png,0.6104932427406311
image_1024x1024_step13_prompt4.png,0.5203437209129333
image_768x768_step18_prompt9.png,0.5318679213523865
image_768x768_step16_prompt40.png,0.403691828250885
image_512x512_step22_prompt21.png,0.7172185778617859
image_512x512_step11_prompt38.png,0.6430238485336304
image_768x768_step8_prompt38.png,0.5777428150177002
image_1024x1024_step15_prompt40.png,0.37746357917785645
image_512x512_step22_prompt35.png,0.6967073082923889
image_512x512_step12_prompt7.png,0.635395884513855
image_768x768_step28_prompt1.png,0.5927011966705322
image_1024x1024_step6_prompt44.png,9.250162124633789
image_512x512_step4_prompt26.png,0.601791501045227
image_768x768_step8_prompt10.png,0.6058794260025024
image_512x512_step29_prompt41.png,0.6248618364334106
image_512x512_step4_prompt32.png,0.4888334274291992
